gutenberg_id	text
150	"greatest ""marks of design""--justice more than the external frame-work"
150	of the State, the idea of good more than justice.  The great science of
150	dialectic or the organization of ideas has no real content; but is only
150	a type of the method or spirit in which the higher knowledge is to be
150	pursued by the spectator of all time and all existence.  It is in the
150	"fifth, sixth, and seventh books that Plato reaches the ""summit of"
150	"speculation,"" and these, although they fail to satisfy the requirements"
150	of a modern thinker, may therefore be regarded as the most important,
150	as they are also the most original, portions of the work.
150	
150	It is not necessary to discuss at length a minor question which has
150	been raised by Boeckh, respecting the imaginary date at which the
150	conversation was held (the year 411 B. C. which is proposed by him will
150	do as well as any other); for a writer of fiction, and especially a
150	writer who, like Plato, is notoriously careless of chronology, only
150	aims at general probability.  Whether all the persons mentioned in the
150	Republic could ever have met at any one time is not a difficulty which
150	would have occurred to an Athenian reading the work forty years later,
150	or to Plato himself at the time of writing (any more than to
150	Shakespeare respecting one of his own dramas); and need not greatly
150	"trouble us now.  Yet this may be a question having no answer ""which is"
150	"still worth asking,"" because the investigation shows that we can not"
150	argue historically from the dates in Plato; it would be useless
150	therefore to waste time in inventing far-fetched reconcilements of them
150	in order avoid chronological difficulties, such, for example, as the
150	conjecture of C. F. Hermann, that Glaucon and Adeimantus are not the
150	brothers but the uncles of Plato, or the fancy of Stallbaum that Plato
150	intentionally left anachronisms indicating the dates at which some of
150	his Dialogues were written.
150	
150	
150	
150	CHARACTERS
150	
150	The principal characters in the Republic are Cephalus, Polemarchus,
150	Thrasymachus, Socrates, Glaucon, and Adeimantus.  Cephalus appears in
150	the introduction only, Polemarchus drops at the end of the first
150	argument, and Thrasymachus is reduced to silence at the close of the
150	first book.  The main discussion is carried on by Socrates, Glaucon,
150	and Adeimantus.  Among the company are Lysias (the orator) and
150	Euthydemus, the sons of Cephalus and brothers of Polemarchus, an
150	unknown Charmantides--these are mute auditors; also there is
150	Cleitophon, who once interrupts, where, as in the Dialogue which bears
150	his name, he appears as the friend and ally of Thrasymachus.
150	
150	Cephalus, the patriarch of house, has been appropriately engaged in
150	offering a sacrifice.  He is the pattern of an old man who has almost
150	done with life, and is at peace with himself and with all mankind.  He
150	feels that he is drawing nearer to the world below, and seems to linger
150	around the memory of the past.  He is eager that Socrates should come
150	to visit him, fond of the poetry of the last generation, happy in the
150	consciousness of a well-spent life, glad at having escaped from the
150	tyranny of youthful lusts.  His love of conversation, his affection,
150	his indifference to riches, even his garrulity, are interesting traits
150	of character.  He is not one of those who have nothing to say, because
150	their whole mind has been absorbed in making money.  Yet he
150	acknowledges that riches have the advantage of placing men above the
150	temptation to dishonesty or falsehood.  The respectful attention shown
150	to him by Socrates, whose love of conversation, no less than the
150	mission imposed upon him by the Oracle, leads him to ask questions of
150	all men, young and old alike, should also be noted.  Who better suited
150	to raise the question of justice than Cephalus, whose life might seem
150	to be the expression of it?  The moderation with which old age is
150	pictured by Cephalus as a very tolerable portion of existence is
150	characteristic, not only of him, but of Greek feeling generally, and
150	contrasts with the exaggeration of Cicero in the De Senectute.  The
150	evening of life is described by Plato in the most expressive manner,
150	yet with the fewest possible touches.  As Cicero remarks (Ep. ad Attic.
150	iv. 16), the aged Cephalus would have been out of place in the
150	discussion which follows, and which he could neither have understood
150	nor taken part in without a violation of dramatic propriety.
150	
150	"His ""son and heir"" Polemarchus has the frankness and impetuousness of"
150	youth; he is for detaining Socrates by force in the opening scene, and
150	"will not ""let him off"" on the subject of women and children.  Like"
150	Cephalus, he is limited in his point of view, and represents the
150	proverbial stage of morality which has rules of life rather than
150	principles; and he quotes Simonides as his father had quoted Pindar.
150	But after this he has no more to say; the answers which he makes are
150	only elicited from him by the dialectic of Socrates.  He has not yet
150	experienced the influence of the Sophists like Glaucon and Adeimantus,
150	nor is he sensible of the necessity of refuting them; he belongs to the
150	pre-Socratic or pre-dialectical age.  He is incapable of arguing, and
150	is bewildered by Socrates to such a degree that he does not know what
150	he is saying.  He is made to admit that justice is a thief, and that
150	the virtues follow the analogy of the arts.  From his brother Lysias we
150	learn that he fell a victim to the Thirty Tyrants, but no allusion is
150	here made to his fate, nor to the circumstance that Cephalus and his
150	family were of Syracusan origin, and had migrated from Thurii to Athens.
150	
150	"The ""Chalcedonian giant,"" Thrasymachus, of whom we have already heard"
150	in the Phaedrus, is the personification of the Sophists, according to
150	Plato's conception of them, in some of their worst characteristics.  He
150	is vain and blustering, refusing to discourse unless he is paid, fond
150	of making an oration, and hoping thereby to escape the inevitable
150	Socrates; but a mere child in argument, and unable to foresee that the
150	"next ""move"" (to use a Platonic expression) will ""shut him up.""  He has"
150	reached the stage of framing general notions, and in this respect is in
150	advance of Cephalus and Polemarchus.  But he is incapable of defending
150	them in a discussion, and vainly tries to cover his confusion in banter
150	and insolence.  Whether such doctrines as are attributed to him by
150	Plato were really held either by him or by any other Sophist is
150	uncertain; in the infancy of philosophy serious errors about morality
150	might easily grow up--they are certainly put into the mouths of
150	speakers in Thucydides; but we are concerned at present with Plato's
150	description of him, and not with the historical reality.  The
150	inequality of the contest adds greatly to the humor of the scene.  The
150	pompous and empty Sophist is utterly helpless in the hands of the great
150	master of dialectic, who knows how to touch all the springs of vanity
150	and weakness in him.  He is greatly irritated by the irony of Socrates,
150	but his noisy and imbecile rage only lays him more and more open to the
150	thrusts of his assailant.  His determination to cram down their
150	"throats, or put ""bodily into their souls"" his own words, elicits a cry"
150	of horror from Socrates.  The state of his temper is quite as worthy of
150	remark as the process of the argument.  Nothing is more amusing than
150	his complete submission when he has been once thoroughly beaten.  At
150	first he seems to continue the discussion with reluctance, but soon
150	with apparent good-will, and he even testifies his interest at a later
150	stage by one or two occasional remarks.  When attacked by Glaucon he is
150	"humorously protected by Socrates ""as one who has never been his enemy"
150	"and is now his friend."" From Cicero and Quintilian and from Aristotle's"
150	Rhetoric we learn that the Sophist whom Plato has made so ridiculous
150	was a man of note whose writings were preserved in later ages.  The
150	"play on his name which was made by his contemporary Herodicus, ""thou"
150	"wast ever bold in battle,"" seems to show that the description of him is"
150	not devoid of verisimilitude.
150	
150	When Thrasymachus has been silenced, the two principal respondents,
150	Glaucon and Adeimantus, appear on the scene:  here, as in Greek
150	tragedy, three actors are introduced.  At first sight the two sons of
150	Ariston may seem to wear a family likeness, like the two friends
150	Simmias and Cebes in the Phaedo.  But on a nearer examination of them
150	the similarity vanishes, and they are seen to be distinct characters.
150	"Glaucon is the impetuous youth who can ""just never have enough of"
150	"fechting"" (cf. the character of him in Xen. Mem. iii. 6); the man of"
150	"pleasure who is acquainted with the mysteries of love; the ""juvenis qui"
150	"gaudet canibus,"" and who improves the breed of animals; the lover of"
150	art and music who has all the experiences of youthful life.  He is full
150	of quickness and penetration, piercing easily below the clumsy
150	platitudes of Thrasymachus to the real difficulty; he turns out to the
150	light the seamy side of human life, and yet does not lose faith in the
150	just and true.  It is Glaucon who seizes what may be termed the
150	ludicrous relation of the philosopher to the world, to whom a state of
150	"simplicity is ""a city of pigs,"" who is always prepared with a jest when"
150	the argument offers him an opportunity, and who is ever ready to second
150	the humor of Socrates and to appreciate the ridiculous, whether in the
150	connoisseurs of music, or in the lovers of theatricals, or in the
150	fantastic behavior of the citizens of democracy.  His weaknesses are
150	several times alluded to by Socrates, who, however, will not allow him
150	to be attacked by his brother Adeimantus.  He is a soldier, and, like
150	Adeimantus, has been distinguished at the battle of Megara.
150	
150	The character of Adeimantus is deeper and graver, and the profounder
150	objections are commonly put into his mouth.  Glaucon is more
150	demonstrative, and generally opens the game.  Adeimantus pursues the
150	argument further.  Glaucon has more of the liveliness and quick
150	sympathy of youth; Adeimantus has the maturer judgment of a grown-up
150	man of the world.  In the second book, when Glaucon insists that
150	justice and injustice shall be considered without regard to their
150	consequences, Adeimantus remarks that they are regarded by mankind in
150	general only for the sake of their consequences; and in a similar vein
150	of reflection he urges at the beginning of the fourth book that
150	Socrates falls in making his citizens happy, and is answered that
150	happiness is not the first but the second thing, not the direct aim but
150	the indirect consequence of the good government of a State.  In the
150	discussion about religion and mythology, Adeimantus is the respondent,
150	but Glaucon breaks in with a slight jest, and carries on the
150	conversation in a lighter tone about music and gymnastic to the end of
150	the book.  It is Adeimantus again who volunteers the criticism of
150	common sense on the Socratic method of argument, and who refuses to let
150	Socrates pass lightly over the question of women and children.  It is
150	Adeimantus who is the respondent in the more argumentative, as Glaucon
150	in the lighter and more imaginative portions of the Dialogue.  For
150	example, throughout the greater part of the sixth book, the causes of
150	the corruption of philosophy and the conception of the idea of good are
150	discussed with Adeimantus.  Then Glaucon resumes his place of principal
150	respondent; but he has a difficulty in apprehending the higher
150	education of Socrates, and makes some false hits in the course of the
150	discussion.  Once more Adeimantus returns with the allusion to his
150	brother Glaucon whom he compares to the contentious State; in the next
150	book he is again superseded, and Glaucon continues to the end.
150	
150	Thus in a succession of characters Plato represents the successive
150	stages of morality, beginning with the Athenian gentleman of the olden
150	time, who is followed by the practical man of that day regulating his
150	life by proverbs and saws; to him succeeds the wild generalization of
150	the Sophists, and lastly come the young disciples of the great teacher,
150	who know the sophistical arguments but will not be convinced by them,
150	and desire to go deeper into the nature of things.  These too, like
150	Cephalus, Polemarchus, Thrasymachus, are clearly distinguished from one
150	another.  Neither in the Republic, nor in any other Dialogue of Plato,
150	is a single character repeated.
150	
150	The delineation of Socrates in the Republic is not wholly consistent.
150	In the first book we have more of the real Socrates, such as he is
150	depicted in the Memorabilia of Xenophon, in the earliest Dialogues of
150	Plato, and in the Apology.  He is ironical, provoking, questioning, the
150	old enemy of the Sophists, ready to put on the mask of Silenus as well
150	as to argue seriously.  But in the sixth book his enmity towards the
150	Sophists abates; he acknowledges that they are the representatives
150	rather than the corrupters of the world.  He also becomes more dogmatic
150	and constructive, passing beyond the range either of the political or
150	the speculative ideas of the real Socrates.  In one passage Plato
150	himself seems to intimate that the time had now come for Socrates, who
150	had passed his whole life in philosophy, to give his own opinion and
150	not to be always repeating the notions of other men.  There is no
150	evidence that either the idea of good or the conception of a perfect
150	State were comprehended in the Socratic teaching, though he certainly
150	dwelt on the nature of the universal and of final causes (cp. Xen.
150	Mem. i. 4; Phaedo 97); and a deep thinker like him in his thirty or
150	forty years of public teaching, could hardly have falled to touch on
150	the nature of family relations, for which there is also some positive
150	evidence in the Memorabilia (Mem. i. 2, 51 foll.) The Socratic method
150	is nominally retained; and every inference is either put into the mouth
150	of the respondent or represented as the common discovery of him and
150	Socrates.  But any one can see that this is a mere form, of which the
150	affectation grows wearisome as the work advances.  The method of
150	inquiry has passed into a method of teaching in which by the help of
150	interlocutors the same thesis is looked at from various points of view.
150	
150	The nature of the process is truly characterized by Glaucon, when he
150	describes himself as a companion who is not good for much in an
150	investigation, but can see what he is shown, and may, perhaps, give the
150	answer to a question more fluently than another.
150	
150	Neither can we be absolutely certain that, Socrates himself taught the
150	immortality of the soul, which is unknown to his disciple Glaucon in
150	the Republic; nor is there any reason to suppose that he used myths or
150	revelations of another world as a vehicle of instruction, or that he
150	would have banished poetry or have denounced the Greek mythology.  His
150	favorite oath is retained, and a slight mention is made of the
150	daemonium, or internal sign, which is alluded to by Socrates as a
150	phenomenon peculiar to himself.  A real element of Socratic teaching,
150	which is more prominent in the Republic than in any of the other
150	Dialogues of Plato, is the use of example and illustration
150	"('taphorhtika auto prhospherhontez'): ""Let us apply the test of common"
150	"instances."" ""You,"" says Adeimantus, ironically, in the sixth book, ""are"
150	"so unaccustomed to speak in images.""  And this use of examples or"
150	images, though truly Socratic in origin, is enlarged by the genius of
150	Plato into the form of an allegory or parable, which embodies in the
150	concrete what has been already described, or is about to be described,
150	in the abstract.  Thus the figure of the cave in Book VII is a
150	recapitulation of the divisions of knowledge in Book VI.  The composite
150	animal in Book IX is an allegory of the parts of the soul.  The noble
150	captain and the ship and the true pilot in Book VI are a figure of the
150	relation of the people to the philosophers in the State which has been
150	described.  Other figures, such as the dog in the second, third, and
150	fourth books, or the marriage of the portionless maiden in the sixth
150	book, or the drones and wasps in the eighth and ninth books, also form
150	links of connection in long passages, or are used to recall previous
150	discussions.
150	
150	Plato is most true to the character of his master when he describes him
150	"as ""not of this world.""  And with this representation of him the ideal"
150	State and the other paradoxes of the Republic are quite in accordance,
150	though they can not be shown to have been speculations of Socrates.  To
150	him, as to other great teachers both philosophical and religious, when
150	they looked upward, the world seemed to be the embodiment of error and
150	evil.  The common sense of mankind has revolted against this view, or
150	has only partially admitted it.  And even in Socrates himself the
150	sterner judgment of the multitude at times passes into a sort of
150	ironical pity or love.  Men in general are incapable of philosophy, and
150	are therefore at enmity with the philosopher; but their
150	misunderstanding of him is unavoidable: for they have never seen him as
150	he truly is in his own image; they are only acquainted with artificial
150	systems possessing no native force of truth--words which admit of many
150	applications.  Their leaders have nothing to measure with, and are
150	therefore ignorant of their own stature.  But they are to be pitied or
150	laughed at, not to be quarrelled with; they mean well with their
150	nostrums, if they could only learn that they are cutting off a Hydra's
150	head.  This moderation towards those who are in error is one of the
150	most characteristic features of Socrates in the Republic.  In all the
150	different representations of Socrates, whether of Xenophon or Plato,
150	and the differences of the earlier or later Dialogues, he always
150	retains the character of the unwearied and disinterested seeker after
150	truth, without which he would have ceased to be Socrates.
150	
150	Leaving the characters we may now analyze the contents of the Republic,
150	and then proceed to consider (1) The general aspects of this Hellenic
150	ideal of the State, (2) The modern lights in which the thoughts of
150	Plato may be read.
150	
150	
150	
150	
150	
150	BOOK I
150	
150	
150	SOCRATES - GLAUCON
150	
150	I WENT down yesterday to the Piraeus with Glaucon the son of Ariston,
150	that I might offer up my prayers to the goddess; and also because I
150	wanted to see in what manner they would celebrate the festival, which
150	was a new thing.  I was delighted with the procession of the
150	inhabitants; but that of the Thracians was equally, if not more,
150	beautiful.  When we had finished our prayers and viewed the spectacle,
150	we turned in the direction of the city; and at that instant Polemarchus
150	the son of Cephalus chanced to catch sight of us from a distance as we
150	were starting on our way home, and told his servant to run and bid us
150	wait for him.  The servant took hold of me by the cloak behind, and
150	said: Polemarchus desires you to wait.
150	
